Protein,Raw_Count,Harmonized_Count,IC_Raw,IC_Harmonized,Improvement_Pct,BP_Raw,BP_Harmonized,MF_Raw,MF_Harmonized,CC_Raw,CC_Harmonized,IC_BP_Raw,IC_BP_Harmonized,IC_MF_Raw,IC_MF_Harmonized,IC_CC_Raw,IC_CC_Harmonized
Q9Y5Q5,17,55,84.9616,229.6118,170.25,8,40,5,9,4,6,52.7801,186.8404,21.771,31.8322,10.4105,10.9391
Q9Y5Q6,5,27,23.7672,79.9883,236.55,2,13,2,11,1,3,10.311,41.7802,10.6161,34.8395,2.8401,3.3687
Q9Y5Q8,11,42,59.1009,141.7636,139.87,5,23,3,7,3,12,34.2447,89.1191,11.7401,20.8353,13.1161,31.8092
Q9Y5Q9,12,45,69.0743,155.5679,125.22,5,23,2,6,5,16,34.2447,89.1191,10.7087,19.8039,24.121,46.6449
Q9Y5R2,23,79,107.9258,277.0155,156.67,9,38,8,22,6,19,53.6304,165.2652,32.3763,66.0683,21.919,45.682
Q9Y5R4,12,31,65.2613,97.7456,49.78,2,10,9,14,1,7,13.2664,30.7669,48.7476,59.3689,3.2474,7.6098
Q9Y5R5,15,73,49.8749,165.1577,231.14,5,42,8,23,2,8,18.9781,93.3452,25.6787,62.2321,5.218,9.5804
Q9Y5R6,28,122,125.9257,405.933,222.36,14,89,11,24,3,9,82.2959,328.0953,36.5853,66.4307,7.0445,11.4069
Q9Y5R8,12,44,58.5768,144.5743,146.81,5,21,0,0,7,23,30.6852,70.4985,0.0,0.0,27.8916,74.0759
Q9Y5S1,24,114,117.6249,459.7338,290.85,11,78,4,12,9,24,58.5897,331.074,18.4108,47.9422,40.6244,80.7176
Q9Y5S2,28,82,109.9897,230.6634,109.71,7,26,11,31,10,25,31.4182,72.8824,39.8316,91.792,38.7398,65.9889
Q9Y5S8,30,107,157.3133,381.4292,142.46,14,63,9,23,7,21,80.7709,235.7344,51.5641,89.6751,24.9782,56.0196
Q9Y5S9,27,108,120.4231,357.8876,197.19,12,69,4,6,11,33,63.5371,240.1509,7.5741,8.6396,49.3119,109.0971
Q9Y5T4,7,43,39.6434,149.8538,278.0,3,21,1,5,3,17,15.5767,79.0097,7.3643,20.7628,16.7024,50.0812
Q9Y5T5,33,128,159.4732,438.9004,175.22,18,85,12,34,3,9,92.1781,289.7563,61.2208,138.7075,6.0742,10.4366
Q9Y5U2,11,42,42.1595,97.3764,130.97,4,21,3,5,4,16,16.6192,50.055,10.4631,11.5287,15.0771,35.7927
Q9Y5U4,18,106,100.9942,412.3001,308.24,11,83,4,9,3,14,65.488,338.6508,18.9329,38.2304,16.5733,35.4189
Q9Y5U5,11,65,51.2101,229.5839,348.32,7,52,1,6,3,7,33.9392,188.7135,7.7157,25.2337,9.5552,15.6367
Q9Y5U8,4,38,25.6398,148.3262,478.5,1,20,1,6,2,12,9.2738,96.6648,8.7142,27.5687,7.6517,24.0927
Q9Y5U9,14,75,75.2838,281.878,274.42,8,58,0,0,6,17,52.6536,238.5227,0.0,0.0,22.6302,43.3554
Q9Y5V0,7,49,24.0737,103.9225,331.69,3,33,2,8,2,8,15.2698,80.9216,5.1926,15.0271,3.6114,7.9738
Q9Y5V3,18,78,65.6794,226.9061,245.48,10,57,2,8,6,13,47.1954,188.3818,5.9778,20.199,12.5062,18.3253
Q9Y5W3,28,162,141.6844,580.6615,309.83,19,133,7,21,2,8,115.2871,516.057,21.1792,55.0241,5.218,9.5804
Q9Y5W5,8,29,31.2576,69.9374,123.75,3,20,3,5,2,4,12.8047,49.8904,11.4995,12.565,6.9534,7.482
Q9Y5W7,12,66,62.2834,207.9439,233.87,3,24,2,11,7,31,17.5347,70.658,12.1661,38.8171,32.5827,98.4687
Q9Y5W8,9,60,43.2352,180.8755,318.35,4,35,3,7,2,18,17.7568,109.8785,15.4324,26.0877,10.046,44.9093
Q9Y5W9,10,38,35.6714,92.6159,159.64,3,18,4,7,3,13,12.9199,49.9848,14.9553,20.371,7.7962,22.26
Q9Y5X0,25,82,127.8956,303.6531,137.42,9,40,5,10,11,32,48.8353,160.6544,28.0474,37.4965,51.0129,105.5022
Q9Y5X1,37,156,190.4402,644.8262,238.6,17,108,8,17,12,31,99.8984,478.957,39.5408,67.1379,51.0011,98.7312
Q9Y5X2,10,45,48.6392,136.9751,181.61,4,20,2,5,4,20,21.9277,72.2961,8.6843,14.1,18.0272,50.579
Q9Y5X3,39,148,228.1056,568.6463,149.29,11,87,9,22,19,39,68.9298,306.9771,53.1639,99.9762,106.0119,161.6929
Q9Y5X4,21,103,85.3346,302.7969,254.83,9,65,9,28,3,10,40.38,197.6339,36.1909,90.6851,8.7636,14.478
Q9Y5X5,11,42,49.162,128.6529,161.69,6,25,3,13,2,4,26.507,74.0881,19.1979,50.5791,3.4571,3.9857
Q9Y5X9,25,112,145.904,491.3489,236.76,12,82,8,15,5,15,78.9616,387.4167,48.4916,68.5049,18.4508,35.4272
Q9Y5Y0,22,87,129.9831,390.2081,200.2,11,62,6,12,5,13,79.1553,301.1236,35.7718,62.9914,15.056,26.0931
Q9Y5Y2,17,50,75.9113,156.0607,105.58,2,8,7,26,8,16,10.9053,23.5853,32.2183,92.9933,32.7876,39.482
Q9Y5Y3,9,39,41.573,140.8696,238.85,4,23,2,7,3,9,21.4892,91.2815,10.4324,25.9416,9.6513,23.6465
Q9Y5Y4,17,58,91.4194,244.4167,167.36,7,36,7,15,3,7,34.1273,147.9486,50.1531,82.5929,7.139,13.8752
Q9Y5Y5,15,61,96.8726,270.6921,179.43,8,42,1,3,6,16,72.9841,223.9804,1.0314,2.0969,22.8571,44.6147
Q9Y5Y6,15,38,61.6801,119.2321,93.31,6,20,4,9,5,9,28.1543,63.0868,17.2847,31.8322,16.2412,24.3131
Q9Y5Y7,16,68,79.0587,244.3536,209.08,8,47,4,9,4,12,46.4375,185.9134,20.1859,32.4526,12.4354,25.9877
Q9Y5Y9,31,102,177.6552,428.1268,140.99,16,51,6,20,9,31,98.9545,230.8873,36.4454,86.637,42.2553,110.6025
Q9Y5Z0,19,83,97.8906,298.8753,205.32,8,50,3,8,8,25,50.6735,186.5512,13.7882,30.1153,33.4288,82.2088
Q9Y5Z4,7,27,23.7821,76.2368,220.56,0,0,2,5,5,22,0.0,0.0,6.7357,13.4309,17.0464,62.8058
Q9Y5Z6,10,42,51.6161,176.9441,242.81,4,26,4,10,2,6,24.6112,113.3285,21.4715,52.27,5.5334,11.3456
Q9Y5Z7,16,68,61.3191,168.5235,174.83,6,41,3,8,7,19,21.1106,89.5925,10.3136,20.199,29.8949,58.732
Q9Y5Z9,21,46,123.5009,216.2516,75.1,6,22,6,8,9,16,52.307,135.55,43.7154,45.9511,27.4785,34.7504
Q9Y600,11,56,81.6662,291.8432,257.36,4,38,6,15,1,3,34.3899,219.499,45.4498,69.9891,1.8265,2.3551
Q9Y603,18,70,57.4679,155.7191,170.97,7,45,8,16,3,9,25.1001,98.9969,24.6869,44.679,7.6809,12.0433
Q9Y605,4,12,9.3503,14.7782,58.05,0,0,1,3,3,9,0.0,0.0,1.0314,2.0969,8.3189,12.6813
Q9Y606,26,96,147.7384,352.6376,138.69,9,54,10,23,7,19,57.373,199.235,69.8203,114.6521,20.5452,38.7505
Q9Y608,3,23,15.3999,45.7347,196.98,2,18,1,5,0,0,7.573,31.6292,7.8269,14.1055,0.0,0.0
Q9Y613,15,80,64.6979,252.3376,290.02,4,48,3,7,8,25,21.5057,151.9664,10.843,19.0725,32.3492,81.2986
Q9Y614,7,21,23.8422,37.3987,56.86,1,6,2,3,4,12,3.7695,10.2536,7.7352,8.1133,12.3374,19.0318
Q9Y615,20,60,88.0027,205.5272,133.55,7,29,3,5,10,26,37.2176,114.8238,8.7667,9.8322,42.0185,80.8713
Q9Y616,42,197,224.3971,764.8463,240.85,30,152,9,35,3,10,184.8677,647.9545,33.9176,105.4609,5.6117,11.4309
Q9Y617,12,66,75.9526,290.458,282.42,5,41,4,14,3,11,41.5292,210.6502,27.5155,59.3476,6.908,20.4602
Q9Y618,31,127,157.1886,435.6479,177.15,11,83,12,27,8,17,67.5824,289.5768,63.0809,108.3354,26.5253,37.7357
Q9Y619,12,62,78.5508,295.3789,276.04,4,37,4,13,4,12,34.3077,198.3498,31.1875,72.9364,13.0556,24.0927
Q9Y620,16,83,75.5115,258.3321,242.11,6,41,7,32,3,10,34.4776,135.2361,30.7705,102.7867,10.2634,20.3092
Q9Y623,20,87,114.4713,329.7004,188.02,4,31,9,38,7,18,25.2769,131.723,44.7677,130.7429,44.4267,67.2345
Q9Y624,39,175,213.5945,756.4334,254.14,26,143,6,15,7,17,160.4216,655.4446,28.0138,56.9775,25.159,44.0114
Q9Y625,14,48,56.5329,146.7065,159.51,3,20,2,6,9,22,14.3239,68.3385,7.5019,14.8267,34.7071,63.5413
Q9Y639,27,132,138.7365,502.696,262.34,16,105,4,10,7,17,85.5263,400.6954,20.5414,43.7653,32.6687,58.2353
Q9Y644,12,40,51.4189,114.6136,122.9,5,20,4,13,3,7,23.6115,54.4935,19.4339,45.9345,8.3735,14.1857
Q9Y646,18,63,82.4866,217.4537,163.62,4,24,7,20,7,19,26.2024,97.0772,33.7371,73.019,22.5471,47.3575
Q9Y651,16,82,57.0556,194.5383,240.96,9,57,5,17,2,8,34.4781,134.8762,17.3594,50.0817,5.218,9.5804
Q9Y653,39,121,200.9127,521.1148,159.37,27,87,6,14,6,20,150.4031,399.1631,26.6988,50.6144,23.8108,71.3374
Q9Y657,19,110,83.3271,333.3173,300.01,10,87,3,9,6,14,52.1336,276.5004,14.2652,33.1941,16.9283,23.6227
Q9Y661,6,32,36.3346,120.7025,232.2,2,18,3,8,1,6,14.1579,67.4202,18.1,41.9367,4.0767,11.3456
Q9Y662,8,47,46.2196,201.5992,336.18,3,32,3,8,2,7,22.0425,146.3165,18.1,41.9367,6.0771,13.346
Q9Y663,8,46,45.6759,199.5988,336.99,3,32,3,8,2,6,22.0425,146.3165,18.1,41.9367,5.5334,11.3456
Q9Y664,15,77,92.5357,274.8833,197.06,5,42,2,7,8,28,32.0148,150.5194,9.8116,19.0725,50.7093,105.2914
Q9Y666,20,94,100.7477,399.4087,296.44,11,66,5,21,4,7,63.1381,294.2666,29.3191,93.2971,8.2906,11.845
Q9Y672,11,30,66.6742,111.2661,66.88,2,14,6,8,3,8,14.2867,42.834,40.3494,42.5851,12.038,25.847
Q9Y673,9,32,53.3697,122.8861,130.25,2,14,3,9,4,9,14.2867,42.834,18.3025,46.8805,20.7804,33.1716
Q9Y675,3,19,12.5979,39.4139,212.86,0,0,1,5,2,14,0.0,0.0,6.1715,11.2703,6.4264,28.1435
Q9Y676,8,35,30.0954,87.5978,191.07,2,10,1,3,5,22,9.0711,19.4689,2.0434,4.3409,18.9809,63.7881
Q9Y678,23,67,111.6208,262.0448,134.76,9,35,1,2,13,30,52.0056,156.6342,1.9193,2.2974,57.6959,103.1132
Q9Y679,18,87,97.5842,305.3684,212.93,7,55,4,10,7,22,52.5465,211.4075,18.2865,39.2984,26.7512,54.6625
Q9Y680,8,27,35.3041,81.4135,130.61,0,0,6,16,2,11,0.0,0.0,26.9629,58.5509,8.3412,22.8626
Q9Y689,8,49,36.0762,160.2174,344.11,3,20,3,23,2,6,16.499,72.4809,12.4038,70.0264,7.1734,17.7101
Q9Y691,15,79,83.0166,337.224,306.21,8,38,4,28,3,13,46.5431,152.8938,26.8449,140.4453,9.6286,43.8849
Q9Y692,19,81,65.3339,192.2147,194.2,4,44,11,27,4,10,13.0335,93.81,42.7931,84.5349,9.5074,13.8698
Q9Y693,1,3,1.4567,1.9853,36.28,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.4567,1.9853
Q9Y694,18,43,90.0405,183.9304,104.28,7,20,5,14,6,9,41.9884,90.551,26.4614,67.8131,21.5907,25.5663
Q9Y696,36,107,153.4998,375.6953,144.75,10,44,3,15,23,48,50.806,166.7368,11.115,54.4649,91.5788,154.4936
Q9Y697,19,68,103.4678,286.1189,176.53,4,20,8,24,7,24,33.0937,97.8859,42.94,102.5749,27.4342,85.6581
Q9Y698,35,147,201.8492,673.6791,233.75,14,81,5,25,16,41,97.0234,388.3102,25.8863,107.86,78.9396,177.5089
Q9Y6A1,13,52,70.6948,171.029,141.93,2,14,5,13,6,25,13.3922,41.9394,25.781,42.5384,31.5216,86.5512
Q9Y6A2,27,92,164.5024,381.6659,132.01,12,57,10,19,5,16,77.5457,252.2553,65.8668,90.2379,21.0899,39.1727
Q9Y6A4,19,92,99.5878,347.1734,248.61,6,55,1,4,12,33,39.9167,230.3743,2.0849,4.8239,57.5863,111.9752
Q9Y6A5,15,63,84.3149,249.4769,195.89,8,49,0,0,7,14,54.2305,211.1825,0.0,0.0,30.0844,38.2944
Q9Y6A9,9,37,49.1705,143.2455,191.32,5,20,1,3,3,14,34.3093,81.8812,1.0314,2.0969,13.8298,59.2674
Q9Y6B2,10,61,32.7173,126.2384,285.85,4,42,3,10,3,9,12.9386,84.8742,13.7045,30.9276,6.0742,10.4366
Q9Y6B6,34,155,196.1163,619.8128,216.04,19,99,7,29,8,27,121.6522,423.574,33.2109,99.3116,41.2532,96.9273
Q9Y6B7,17,49,96.1801,185.4204,92.78,6,17,2,4,9,28,30.9367,58.9086,7.6485,8.714,57.595,117.7978
Q9Y6C2,38,187,227.3452,842.5064,270.58,24,143,6,16,8,28,151.0285,654.1955,28.5488,70.1904,47.7678,118.1205
Q9Y6C5,7,34,43.9441,106.8392,143.13,2,19,3,11,2,4,12.0901,54.6006,28.3969,48.253,3.4571,3.9857
Q9Y6C9,13,70,67.9047,254.9228,275.41,7,49,2,6,4,15,47.4466,197.4887,8.7471,21.9387,11.711,35.4954
Q9Y6D0,17,98,89.1911,338.6644,279.71,12,83,1,3,4,12,75.5262,315.7407,1.0314,2.0969,12.6335,20.8267
Q9Y6D5,36,126,185.2127,453.1503,144.66,9,63,4,14,23,49,55.2543,214.8696,26.6279,57.3172,103.3305,180.9634
Q9Y6D6,29,135,140.6953,499.6136,255.1,13,92,5,15,11,28,79.0446,370.9864,24.969,58.9827,36.6818,69.6445
Q9Y6D9,24,134,138.748,633.5593,356.63,7,100,2,4,15,30,48.959,515.6776,9.6121,10.6776,80.1769,107.2041
Q9Y6E0,30,110,119.4778,348.4052,191.61,11,58,10,30,9,22,59.0644,215.4449,34.1611,87.466,26.2523,45.4943
Q9Y6E2,6,23,19.8121,42.6092,115.07,2,14,2,5,2,4,10.6242,27.641,5.9046,11.1564,3.2832,3.8118
Q9Y6E7,33,196,214.715,875.2805,307.65,13,138,17,42,3,16,92.569,632.2967,109.9783,204.2162,12.1677,38.7676
Q9Y6F1,33,165,194.3126,707.7116,264.21,14,131,11,16,8,18,98.5014,581.4688,65.5514,79.5477,30.2599,46.6952
Q9Y6F6,6,17,25.1797,39.3984,56.47,0,0,1,3,5,14,0.0,0.0,1.0314,2.0969,24.1483,37.3014
Q9Y6F7,11,70,56.2739,225.3373,300.43,4,41,6,22,1,7,20.7221,114.241,33.7669,104.9491,1.7848,6.1472
Q9Y6F8,11,70,56.2739,225.3373,300.43,4,41,6,22,1,7,20.7221,114.241,33.7669,104.9491,1.7848,6.1472
Q9Y6F9,21,88,107.3956,296.1906,175.79,9,50,3,12,9,26,56.5139,177.6012,15.3392,41.2671,35.5424,77.3223
Q9Y6G1,6,50,25.1091,173.3755,590.49,3,44,0,0,3,6,16.2005,161.5643,0.0,0.0,8.9086,11.8113
Q9Y6G3,10,41,38.8891,111.403,186.46,2,10,2,6,6,25,9.0711,19.4689,4.1283,8.7867,25.6897,83.1475
Q9Y6G5,8,44,21.5836,99.89,362.81,2,25,1,3,5,16,8.9336,68.1176,1.0314,2.0969,11.6186,29.6754
Q9Y6G9,31,132,145.4595,489.7554,236.7,7,68,9,26,15,38,40.0303,277.7268,34.3845,80.1375,71.0446,131.8911
Q9Y6H1,12,79,58.1527,210.4626,261.91,7,58,2,8,3,13,39.4858,160.5646,7.5284,18.2415,11.1384,31.6565
Q9Y6H3,15,68,75.2664,228.2728,203.29,4,30,6,20,5,18,26.4901,107.3939,29.6793,68.3159,19.0971,52.563
Q9Y6H5,12,58,56.2742,195.4986,247.4,4,26,2,6,6,26,25.3199,104.4743,6.008,14.9861,24.9464,76.0381
Q9Y6H6,30,143,182.9889,729.4147,298.61,14,88,6,28,10,27,102.1498,494.0971,34.646,130.983,46.1932,104.3346
Q9Y6H8,10,39,59.3287,144.448,143.47,5,19,2,8,3,12,26.0269,66.6028,16.393,38.905,16.9088,38.9402
Q9Y6I0,6,19,25.9657,54.8936,111.41,2,9,4,10,0,0,10.5039,22.4174,15.4618,32.4763,0.0,0.0
Q9Y6I3,14,53,59.5882,172.2567,189.08,2,24,5,7,7,22,11.7884,83.2765,21.7877,22.8533,26.0121,66.127
Q9Y6I4,19,59,84.5016,181.3338,114.59,6,27,9,22,4,10,28.3156,80.6349,46.6786,86.8291,9.5074,13.8698
Q9Y6I7,8,36,37.1286,108.4416,192.07,4,19,1,10,3,7,20.6224,50.3755,4.2128,31.8265,12.2934,26.2397
Q9Y6I8,4,17,15.42,39.6999,157.46,0,0,1,3,3,14,0.0,0.0,1.0314,2.0969,14.3886,37.6029
Q9Y6I9,18,57,80.0347,173.7031,117.03,5,20,2,5,11,32,29.1106,65.9479,4.161,8.3562,46.7631,99.399
Q9Y6J0,10,68,45.6459,186.9133,309.49,5,42,3,18,2,8,23.3209,105.2459,18.0773,73.0573,4.2477,8.6101
Q9Y6J3,1,6,2.1358,5.3226,149.22,1,6,0,0,0,0,2.1358,5.3226,0.0,0.0,0.0,0.0
Q9Y6J6,33,153,195.1264,707.3958,262.53,18,98,8,32,7,23,119.8148,479.6155,47.4635,153.8974,27.8481,73.8829
Q9Y6J8,11,68,62.0582,234.9967,278.67,5,44,4,13,2,11,31.0978,159.4461,23.1971,53.2659,7.7633,22.2847
Q9Y6J9,21,103,103.3935,325.0226,214.35,10,60,4,14,7,29,46.4369,169.4703,19.0912,46.0405,37.8655,109.5118
Q9Y6K0,17,49,96.3889,187.0699,94.08,5,22,6,14,6,13,33.387,96.1115,42.5559,63.7758,20.4461,27.1826
Q9Y6K1,46,164,253.0157,643.2287,154.22,23,100,14,44,9,20,141.2103,404.8824,69.0179,173.0351,42.7875,65.3112
Q9Y6K5,38,182,204.7664,738.248,260.53,23,143,8,27,7,12,156.535,635.6098,34.1948,85.5703,14.0366,17.0679
Q9Y6K8,15,92,82.7014,461.5625,458.11,6,63,7,25,2,4,43.0263,366.4338,35.7393,90.6643,3.9358,4.4644
Q9Y6K9,42,194,199.9844,693.3256,246.69,20,142,13,28,9,24,101.4353,508.6351,64.3258,111.1067,34.2233,73.5839
Q9Y6L6,19,54,108.7999,263.1028,141.82,10,34,5,13,4,7,61.1973,171.7303,32.7579,72.5521,14.8447,18.8204
Q9Y6L7,15,45,63.925,142.1359,122.35,5,22,8,19,2,4,25.3636,73.8498,32.6561,61.8522,5.9053,6.4339
Q9Y6M0,12,31,40.3031,84.2701,109.09,2,14,4,9,6,8,7.7332,36.6241,17.2847,31.8322,15.2852,15.8138
Q9Y6M1,21,92,94.8893,290.2483,205.88,8,62,7,13,6,17,41.5155,201.1191,31.8913,48.7933,21.4825,40.3359
Q9Y6M4,15,69,52.8106,176.9948,235.15,5,34,7,25,3,10,21.1724,92.619,26.0264,72.945,5.6117,11.4309
Q9Y6M5,46,203,274.6495,962.2646,250.36,21,129,8,33,17,41,152.0522,658.3895,44.7462,157.3455,77.851,146.5296
Q9Y6M7,23,99,125.5014,422.9119,236.98,13,67,5,20,5,12,77.6011,287.8823,28.1676,95.97,19.7327,39.0595
Q9Y6M9,10,96,57.8416,400.8896,593.08,6,63,1,12,3,21,36.4574,279.0744,6.9225,55.3224,14.4617,66.4927
Q9Y6N1,11,80,52.2829,300.423,474.61,4,55,4,12,3,13,24.9202,233.5601,18.3591,41.4183,9.0037,25.4446
Q9Y6N5,9,35,62.4285,130.2839,108.69,2,6,5,17,2,12,14.6344,25.872,40.1424,80.3192,7.6517,24.0927
Q9Y6N6,12,21,64.2911,85.2075,32.53,2,5,2,3,8,13,10.6966,16.8851,7.1545,7.5326,46.44,60.7898
Q9Y6N7,40,179,245.8875,806.7086,228.08,31,156,4,10,5,13,207.0344,735.8791,20.0822,34.9002,18.7709,35.9294
Q9Y6N8,23,51,117.094,188.6024,61.07,10,21,4,11,9,19,57.6826,88.408,17.0136,29.2242,42.3977,70.9703
Q9Y6N9,34,107,215.786,496.2146,129.96,18,72,2,6,14,29,135.2665,374.5192,8.3957,16.6252,72.1238,105.0701
Q9Y6P5,21,95,118.2071,363.1817,207.24,11,68,4,14,6,13,75.2224,286.0973,20.5702,48.9555,22.4145,28.1289
Q9Y6Q1,10,49,48.1908,137.9982,186.36,3,20,2,14,5,15,13.9067,47.2064,12.7096,50.2476,21.5744,40.5442
Q9Y6Q2,15,53,80.8896,191.2082,136.38,4,22,2,5,9,26,23.4632,76.7462,14.6122,20.8481,42.8142,93.614
Q9Y6Q3,11,64,30.8445,127.1441,312.21,4,38,6,19,1,7,11.3183,73.1222,17.7413,47.8747,1.7848,6.1472
Q9Y6Q5,21,64,108.8965,251.378,130.84,9,28,1,5,11,31,48.125,121.2314,7.6156,20.8481,53.1559,109.2986
Q9Y6Q6,37,182,204.8638,850.8351,315.32,26,160,6,13,5,9,164.5242,783.206,23.0745,40.7661,17.2651,26.8631
Q9Y6Q9,31,138,149.557,504.6895,237.46,12,86,12,35,7,17,72.8333,310.7977,60.7829,162.393,15.9408,31.4988
Q9Y6R0,11,62,55.7592,226.8219,306.79,8,53,1,3,2,6,48.6314,211.5926,1.0314,2.0969,6.0964,13.1323
Q9Y6R1,23,106,114.2893,454.8352,297.97,12,71,6,21,5,14,67.6134,323.3575,31.1292,98.9317,15.5467,32.5461
Q9Y6R4,19,107,90.1267,400.9506,344.87,7,74,10,29,2,4,47.6132,308.7899,36.6158,85.7345,5.8977,6.4263
Q9Y6R6,11,68,32.4114,146.3639,351.58,4,38,6,23,1,7,11.4961,76.1734,19.1305,64.0433,1.7848,6.1472
Q9Y6R7,7,22,25.5093,56.5795,121.8,0,0,2,5,5,17,0.0,0.0,6.2666,9.2514,19.2427,47.3281
Q9Y6R9,11,37,54.8834,138.043,151.52,3,21,3,7,5,9,17.8401,85.9055,8.9329,18.3333,28.1105,33.8041
Q9Y6S9,9,34,30.0276,82.4505,174.58,0,0,7,25,2,9,0.0,0.0,26.0264,72.945,4.0012,9.5056
Q9Y6T7,23,78,96.0874,257.777,168.27,9,35,9,29,5,14,49.1542,141.1755,34.0369,89.8881,12.8964,26.7135
Q9Y6U3,28,138,160.1413,572.2428,257.34,14,97,7,22,7,19,91.3648,432.4627,36.4201,84.4674,32.3563,55.3127
Q9Y6U7,6,34,16.738,82.5302,393.07,1,13,3,17,2,4,4.0494,32.243,9.4054,46.4755,3.2832,3.8118
Q9Y6V0,25,90,144.3029,379.8342,163.22,9,46,6,17,10,27,64.0258,221.9948,32.8425,61.048,47.4345,96.7914
Q9Y6V7,14,80,56.7567,228.1288,301.94,3,35,8,34,3,11,21.4325,100.5836,28.8848,114.4113,6.4394,13.1338
Q9Y6W3,12,47,63.1568,134.6773,113.24,3,22,7,13,2,12,18.4784,63.6463,39.9214,50.716,4.757,20.315
Q9Y6W5,26,103,138.5815,414.0836,198.8,7,57,7,13,12,33,47.7598,260.6013,38.4014,54.9988,52.4204,98.4835
Q9Y6W6,28,131,165.9261,574.0664,245.98,13,98,11,23,4,10,82.5612,445.3348,75.1814,116.1856,8.1835,12.5459
Q9Y6W8,8,69,41.1112,293.6281,614.23,5,61,1,3,2,5,33.141,280.1649,3.1296,6.6374,4.8405,6.8258
Q9Y6X0,8,51,29.1601,131.0413,349.39,2,19,2,18,4,14,5.9986,31.367,10.0897,76.0773,13.0718,23.597
Q9Y6X1,12,59,49.152,161.5893,228.75,6,39,0,0,6,20,30.5619,114.6124,0.0,0.0,18.5901,46.9769
Q9Y6X2,21,106,91.3702,325.5325,256.28,6,60,7,22,8,24,30.1732,187.9772,28.1925,67.2945,33.0045,70.2608
Q9Y6X3,14,39,81.1811,138.356,70.43,5,15,2,7,7,17,34.9271,69.6901,10.5929,22.1719,35.6611,46.4939
Q9Y6X4,3,9,16.8928,30.7322,81.93,0,0,0,0,3,9,0.0,0.0,0.0,0.0,16.8928,30.7322
Q9Y6X5,11,78,55.794,316.698,467.62,4,49,3,12,4,17,28.2865,238.1781,14.529,34.8565,12.9785,43.6634
Q9Y6X6,16,71,74.3493,237.5017,219.44,5,37,6,25,5,9,29.9585,138.3742,27.4301,78.8297,16.9607,20.2979
Q9Y6X8,17,75,59.3602,177.7541,199.45,7,48,7,18,3,9,30.5352,120.2222,21.1441,45.4886,7.6809,12.0433
Q9Y6X9,24,97,93.7228,272.4327,190.68,6,43,11,38,7,16,30.0044,116.5715,39.35,121.3653,24.3683,34.4959
Q9Y6Y0,16,88,66.1438,259.3465,292.09,6,57,2,7,8,24,31.2631,178.431,6.6809,19.0826,28.1998,61.8329
Q9Y6Y1,10,72,33.0386,178.3566,439.84,4,54,4,10,2,8,16.2561,145.6527,13.1711,24.7301,3.6114,7.9738
Q9Y6Y8,16,69,75.6659,222.2397,193.71,5,32,3,13,8,24,31.4709,115.2661,10.2388,33.2011,33.9562,73.7725
Q9Y6Y9,23,125,131.5177,490.5981,273.03,14,97,5,14,4,14,81.8326,386.0588,31.6014,63.0872,18.0836,41.4521
Q9Y6Z7,14,103,74.9186,376.594,402.67,6,77,3,14,5,12,39.4736,300.2489,19.3771,51.8185,16.0679,24.5266
Q9YNA8,7,17,23.4391,35.4695,51.33,2,3,4,10,1,4,12.6533,12.8639,8.7854,18.62,2.0004,3.9857
S4R3C0,7,21,28.2589,64.8729,129.57,3,11,1,3,3,7,13.0447,45.256,5.0842,6.1497,10.13,13.4672
S4R3P1,4,25,19.387,70.4496,263.39,1,12,1,9,2,4,7.6156,34.9998,7.1048,30.2546,4.6666,5.1952
S4R3Y5,4,25,19.387,70.4496,263.39,1,12,1,9,2,4,7.6156,34.9998,7.1048,30.2546,4.6666,5.1952
U3KPV4,13,45,65.1787,165.2873,153.59,3,19,6,15,4,11,15.1317,79.448,36.4411,65.4968,13.6059,20.3424
URS0000001346_9606,2,16,6.0993,26.6055,336.2,1,9,1,7,0,0,2.9648,13.3626,3.1345,13.2429,0.0,0.0
URS000000192A_9606,1,21,2.3593,33.3957,1315.46,1,21,0,0,0,0,2.3593,33.3957,0.0,0.0,0.0,0.0
URS00000019BC_9606,5,28,19.8465,69.3835,249.6,2,12,1,6,2,10,7.7596,28.1519,4.1048,12.8342,7.9821,28.3974
URS0000001A7A_9606,2,26,5.4831,43.1538,687.03,1,21,0,0,1,5,2.3593,33.3957,0.0,0.0,3.1238,9.7582
URS000000368F_9606,2,10,4.0684,10.5183,158.53,0,0,1,3,1,7,0.0,0.0,2.0434,4.3409,2.025,6.1774
URS0000003B12_9606,2,10,4.0684,10.5183,158.53,0,0,1,3,1,7,0.0,0.0,2.0434,4.3409,2.025,6.1774
URS000000473B_9606,2,10,4.0684,10.5183,158.53,0,0,1,3,1,7,0.0,0.0,2.0434,4.3409,2.025,6.1774
URS0000004905_9606,2,10,4.0684,10.5183,158.53,0,0,1,3,1,7,0.0,0.0,2.0434,4.3409,2.025,6.1774
URS0000005270_9606,2,10,4.0684,10.5183,158.53,0,0,1,3,1,7,0.0,0.0,2.0434,4.3409,2.025,6.1774
URS0000006998_9606,2,16,6.0993,26.6055,336.2,1,9,1,7,0,0,2.9648,13.3626,3.1345,13.2429,0.0,0.0
URS0000007095_9606,1,21,2.3593,33.3957,1315.46,1,21,0,0,0,0,2.3593,33.3957,0.0,0.0,0.0,0.0
